,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
RES.AX,multipleSymbols,RES.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-11,0,NA,NA,10,-1,0
REX.AX,multipleSymbols,REX.AX,2,1,12,12,12,12,0,12,0,NA,NA,100,0,NA,12,12,NA,NA,12,12,NA,NA,NA,-40,0.3,NA,NA,34,-6,12
REY.AX,multipleSymbols,REY.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-3,-0.666666666666666,NA,NA,0,-3,-2
REZ.AX,multipleSymbols,REZ.AX,2,1,-0.499999999999999,-0.499999999999999,-0.499999999999999,0,-0.499999999999999,0,-0.499999999999999,NA,NA,0,100,0,NA,NA,-0.499999999999999,-0.499999999999999,-0.499999999999999,-0.499999999999999,NA,NA,NA,-0.499999999999999,-1,NA,NA,0,-0.499999999999999,-0.499999999999999
RFF.AX,multipleSymbols,RFF.AX,2,1,3.94649999999999,3.94649999999999,3.94649999999999,3.94649999999999,0,3.94649999999999,0,NA,NA,100,0,NA,3.94649999999999,3.94649999999999,NA,NA,3.94649999999999,3.94649999999999,NA,NA,NA,0,NA,NA,NA,3.94649999999999,0,3.94649999999999
RFN.AX,multipleSymbols,RFN.AX,6,3,-26,-8.66666666666666,-15,4,-15,4,-30,10.9696551146029,6.33333333333333,33.3333333333333,66.6666666666667,0.133333333333334,4,4,-15,-15,-8.66666666666666,-15,10.9696551146029,6.33333333333333,-12.5417861125107,-42,-0.619047619047619,0.266666666666667,0.266666666666667,6,-36,-26
RFT.AX,multipleSymbols,RFT.AX,12,6,1.4,0.233333333333333,0.1,1.2,-0.4,2,-0.6,0.581950742474538,0.237580395749406,66.6666666666667,33.3333333333333,3.33333333333333,0.5,0.35,-0.3,-0.3,0.233333333333333,0.1,0.581950742474538,0.237580395749406,6.36488892468848,-1.3,1.07692307692308,1.66666666666667,1.16666666666667,2.6,-0.6,1.4
RGS.AX,multipleSymbols,RGS.AX,2,1,-0.488699999999998,-0.488699999999997,-0.488699999999997,0,-0.488699999999997,0,-0.488699999999997,NA,NA,0,100,0,NA,NA,-0.488699999999997,-0.488699999999997,-0.488699999999997,-0.488699999999997,NA,NA,NA,-3.9098,-0.124993605811038,NA,NA,0.488700000000001,-3.4211,-0.488699999999998
RHC.AX,multipleSymbols,RHC.AX,2,1,220.999900000001,220.999900000001,220.999900000001,220.999900000001,0,220.999900000001,0,NA,NA,100,0,NA,220.999900000001,220.999900000001,NA,NA,220.999900000001,220.999900000001,NA,NA,NA,-147.0001,1.50339965755126,NA,NA,236.000000000001,-71,220.999900000001
RHI.AX,multipleSymbols,RHI.AX,8,4,-163.7576,-40.9394,-23.3788,52,-169,52,-215.7576,92.6825479226807,46.3412739613403,25,75,0.241011208875145,52,52,-71.9192,-31,-40.9394,-23.3788,92.6825479226807,46.3412739613403,-7.01203022479865,-264,-0.62029393939394,0.723033626625435,1.67741935483871,100.2424,-163.7576,-163.7576
RHP.AX,multipleSymbols,RHP.AX,4,2,10,5,5,19,-8.99999999999999,19,-8.99999999999999,19.7989898732233,14,50,50,2.11111111111111,19,19,-8.99999999999999,-8.99999999999999,5,5,19.7989898732233,14,4.00891862868637,-43,0.232558139534884,2.11111111111111,2.11111111111111,49,0,10
RHT.AX,multipleSymbols,RHT.AX,2,1,3.9,3.9,3.9,3.9,0,3.9,0,NA,NA,100,0,NA,3.9,3.9,NA,NA,3.9,3.9,NA,NA,NA,-4.2,0.928571428571428,NA,NA,4.2,0,3.9
RHY.AX,multipleSymbols,RHY.AX,4,2,-3,-1.49999999999999,-1.49999999999999,6.00000000000001,-8.99999999999999,6.00000000000001,-8.99999999999999,10.6066017177982,7.49999999999999,50,50,0.666666666666668,6.00000000000001,6.00000000000001,-8.99999999999999,-8.99999999999999,-1.49999999999999,-1.49999999999999,10.6066017177982,7.49999999999999,-2.24499443206435,-28.5,-0.105263157894737,0.666666666666668,0.666666666666668,13,-25,-3
RIC.AX,multipleSymbols,RIC.AX,2,1,17,17,17,17,0,17,0,NA,NA,100,0,NA,17,17,NA,NA,17,17,NA,NA,NA,-7,2.42857142857143,NA,NA,23,-4,17
RIE.AX,multipleSymbols,RIE.AX,4,2,-1,-0.5,-0.5,0,-0.7,0,-1,0.282842712474619,0.2,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,0.282842712474619,0.2,-28.0624304008046,-1.2,-0.833333333333333,NA,NA,0.2,-1,-1
RIM.AX,multipleSymbols,RIM.AX,2,1,-0.0999999999999999,-0.0999999999999999,-0.0999999999999999,0,-0.0999999999999999,0,-0.0999999999999999,NA,NA,0,100,0,NA,NA,-0.0999999999999999,-0.0999999999999999,-0.0999999999999999,-0.0999999999999999,NA,NA,NA,-0.0999999999999999,-1,NA,NA,0,-0.0999999999999999,-0.0999999999999999
RIO.AX,multipleSymbols,RIO.AX,12,6,-4260.9998,-710.166633333333,-653.5003,106.000600000002,-1704.9995,106.000600000002,-4367.0004,657.836338400523,268.560560557021,16.6666666666667,83.3333333333333,0.0242730914336535,106.000600000002,106.000600000002,-873.40008,-667.0005,-710.166633333333,-653.5003,657.836338400523,268.560560557021,-17.137310831303,-4260.9998,-1,0.121365457168268,0.158921320148938,0,-4260.9998,-4260.9998
RKN.AX,multipleSymbols,RKN.AX,2,1,-10,-10,-10,0,-10,0,-10,NA,NA,0,100,0,NA,NA,-10,-10,-10,-10,NA,NA,NA,-10,-1,NA,NA,0,-10,-10
RLC.AX,multipleSymbols,RLC.AX,6,3,-2.3,-0.766666666666667,-0.2,0,-2,0,-2.3,1.06926766215636,0.617341972581738,0,100,0,NA,NA,-0.766666666666667,-0.2,-0.766666666666667,-0.2,1.06926766215636,0.617341972581738,-11.3820481640241,-2.6,-0.884615384615384,NA,NA,0.100000000000001,-2.5,-2.3
RLE.AX,multipleSymbols,RLE.AX,10,5,29,5.80000000000001,6.00000000000001,18,-6.00000000000001,36,-6.99999999999998,9.65401470891774,4.31740662898458,60,40,5.14285714285716,12,12,-3.49999999999999,-3.49999999999999,5.80000000000001,6.00000000000001,9.65401470891774,4.31740662898458,9.53718721186511,-32,0.906250000000001,3.42857142857144,3.42857142857144,56,-6,29
RLT.AX,multipleSymbols,RLT.AX,4,2,40,20,20,31,0,40,0,15.556349186104,11,100,0,NA,20,20,NA,NA,20,20,15.556349186104,11,20.4090402914942,-85,0.470588235294117,NA,NA,125,0,40
RMC.AX,multipleSymbols,RMC.AX,14,7,30,4.28571428571428,3,31,-15,49,-19,14.1593818805093,5.3517433106031,71.4285714285714,28.5714285714286,2.57894736842105,9.8,4.49999999999999,-9.5,-9.5,4.28571428571428,3,14.1593818805093,5.3517433106031,4.8048428749076,-55,0.545454545454546,1.03157894736842,0.473684210526315,85,-5.99999999999999,30
RMD.AX,multipleSymbols,RMD.AX,22,11,-98.9998999999984,-8.99999090909085,-2.0000999999997,236.0001,-326,464.0004,-563.0003,145.199919696985,43.7794230204213,45.4545454545455,54.5454545454545,0.824156576825981,92.8000800000001,67,-93.8333833333333,-39.5,-8.99999090909085,-2.0000999999997,145.199919696985,43.7794230204213,-0.983956649438462,-483,-0.204968737060038,0.988987892191178,1.69620253164557,241.000100000001,-380.999999999999,-98.9998999999984
RMG.AX,multipleSymbols,RMG.AX,2,1,-1.5,-1.5,-1.5,0,-1.5,0,-1.5,NA,NA,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,NA,NA,NA,-5,-0.3,NA,NA,3.5,-1.5,-1.5
RMI.AX,multipleSymbols,RMI.AX,2,1,8.1,8.1,8.1,8.1,0,8.1,0,NA,NA,100,0,NA,8.1,8.1,NA,NA,8.1,8.1,NA,NA,NA,-5.5,1.47272727272727,NA,NA,9.6,0,8.1
RMP.AX,multipleSymbols,RMP.AX,6,3,-10.5,-3.5,-1.3,0,-8.7,0,-10.5,4.52106182218293,2.61023626006025,0,100,0,NA,NA,-3.5,-1.3,-3.5,-1.3,4.52106182218293,2.61023626006025,-12.2893204555937,-10.8,-0.972222222222222,NA,NA,0.300000000000001,-10.5,-10.5
RMS.AX,multipleSymbols,RMS.AX,12,6,-42,-6.99999999999999,-9.99999999999999,25,-33,25,-67,18.8467503830236,7.69415362466854,16.6666666666667,83.3333333333333,0.373134328358209,25,25,-13.4,-12,-6.99999999999999,-9.99999999999999,18.8467503830236,7.69415362466854,-5.89605915112064,-80.5,-0.521739130434782,1.86567164179105,2.08333333333334,16,-80.5,-42
RND.AX,multipleSymbols,RND.AX,2,1,4,4,4,4,0,4,0,NA,NA,100,0,NA,4,4,NA,NA,4,4,NA,NA,NA,0,NA,NA,NA,4,0,4
RNO.AX,multipleSymbols,RNO.AX,2,1,-4.5,-4.5,-4.5,0,-4.5,0,-4.5,NA,NA,0,100,0,NA,NA,-4.5,-4.5,-4.5,-4.5,NA,NA,NA,-6,-0.75,NA,NA,0.5,-5.5,-4.5
RNU.AX,multipleSymbols,RNU.AX,4,2,3.6,1.8,1.8,3.5,0,3.6,0,2.40416305603426,1.7,100,0,NA,1.8,1.8,NA,NA,1.8,1.8,2.40416305603426,1.7,11.8852646403408,-5.5,0.654545454545454,NA,NA,9.1,-0.4,3.6
RNX.AX,multipleSymbols,RNX.AX,3,1,-0.6,-0.2,-0.2,0,-0.2,0,-0.2,NA,NA,0,100,0,NA,NA,-0.2,-0.2,-0.2,-0.2,NA,NA,NA,-0.9,-0.666666666666667,NA,NA,0.0999999999999999,-0.8,-0.6
RPM.AX,multipleSymbols,RPM.AX,4,2,7.50000000000001,3.75,3.75,8.5,-0.999999999999995,8.5,-0.999999999999995,6.7175144212722,4.75,50,50,8.50000000000004,8.5,8.5,-0.999999999999995,-0.999999999999995,3.75,3.75,6.7175144212722,4.75,8.86182012656987,-7,1.07142857142857,8.50000000000004,8.50000000000004,9.50000000000001,-1.5,7.50000000000001
RRL.AX,multipleSymbols,RRL.AX,4,2,-18.9999999999999,-9.49999999999998,-9.49999999999998,16,-35,16,-35,36.0624458405139,25.5,50,50,0.457142857142858,16,16,-35,-35,-9.49999999999998,-9.49999999999998,36.0624458405139,25.5,-4.18185237345322,-61.0000000000001,-0.311475409836064,0.457142857142858,0.457142857142858,42.0000000000001,-18.9999999999999,-18.9999999999999
RSG.AX,multipleSymbols,RSG.AX,4,2,-18.5,-9.25,-9.25,0,-12.5,0,-18.5,4.59619407771256,3.25,0,100,0,NA,NA,-9.25,-9.25,-9.25,-9.25,4.59619407771256,3.25,-31.9479976870698,-19.5,-0.948717948717948,NA,NA,0,-19.5,-18.5
RSH.AX,multipleSymbols,RSH.AX,4,2,6.3,3.15,3.15,5.5,0,6.3,0,3.32340187157677,2.35,100,0,NA,3.15,3.15,NA,NA,3.15,3.15,3.32340187157677,2.35,15.0462392787293,-2.5,2.52,NA,NA,7.3,-0.0999999999999996,6.3
RUL.AX,multipleSymbols,RUL.AX,6,3,7,2.33333333333333,1,10,-4,11,-4,7.09459888459759,4.09606857581484,66.6666666666667,33.3333333333333,2.75,5.5,5.5,-4,-4,2.33333333333333,1,7.09459888459759,4.09606857581484,5.2209460968004,-14.5,0.482758620689655,1.375,1.375,15.5,0,7
RWC.AX,multipleSymbols,RWC.AX,8,4,-217,-54.25,-10.5,13,-209,13,-230,104.113319673005,52.0566598365025,25,50,0.0565217391304347,13,13,-115,-115,-54.25,-10.5,104.113319673005,52.0566598365025,-8.27167988165512,-314,-0.691082802547771,0.113043478260869,0.113043478260869,24,-290,-217
RWD.AX,multipleSymbols,RWD.AX,6,3,-3.742,-1.24733333333333,-1.9613,0.5,-2.2807,0.5,-4.242,1.52163872957195,0.878518530127725,33.3333333333333,66.6666666666667,0.117868929750118,0.5,0.5,-2.121,-2.121,-1.24733333333333,-1.9613,1.52163872957195,0.878518530127725,-13.0128146893169,-4.242,-0.882131070249882,0.235737859500236,0.235737859500236,0.5,-3.742,-3.742
RXH.AX,multipleSymbols,RXH.AX,2,1,-0.4,-0.4,-0.4,0,-0.4,0,-0.4,NA,NA,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,NA,NA,NA,-0.4,-1,NA,NA,0,-0.4,-0.4
RXL.AX,multipleSymbols,RXL.AX,2,1,-0.6,-0.6,-0.6,0,-0.6,0,-0.6,NA,NA,0,100,0,NA,NA,-0.6,-0.6,-0.6,-0.6,NA,NA,NA,-1.2,-0.5,NA,NA,0,-1.2,-0.6
RXM.AX,multipleSymbols,RXM.AX,2,1,-2.5,-2.5,-2.5,0,-2.5,0,-2.5,NA,NA,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,NA,NA,NA,-3,-0.833333333333333,NA,NA,0,-3,-2.5
RXP.AX,multipleSymbols,RXP.AX,4,2,-16.0796,-8.03980000000004,-8.03980000000004,0,-8.57960000000006,0,-16.0796000000001,0.763392480969038,0.539800000000029,0,100,0,NA,NA,-8.03980000000004,-8.03980000000004,-8.03980000000004,-8.03980000000004,0.763392480969038,0.539800000000029,-167.185126295945,-24.5796,-0.654184771111004,NA,NA,0.5,-24.0796,-16.0796
RYD.AX,multipleSymbols,RYD.AX,4,2,21.5,10.75,10.75,17,0,21.5,0,8.83883476483184,6.25,100,0,NA,10.75,10.75,NA,NA,10.75,10.75,8.83883476483184,6.25,19.3069521157535,-9.70000000000002,2.21649484536082,NA,NA,22,-2,21.5
RZI.AX,multipleSymbols,RZI.AX,4,2,43,21.5,21.5,51,-8.00000000000001,51,-8.00000000000001,41.7193000900063,29.5,50,50,6.37499999999999,51,51,-8.00000000000001,-8.00000000000001,21.5,21.5,41.7193000900063,29.5,8.18091191345489,-58,0.741379310344828,6.37499999999999,6.37499999999999,86,0,43
S2R.AX,multipleSymbols,S2R.AX,2,1,2.5,2.5,2.5,2.5,0,2.5,0,NA,NA,100,0,NA,2.5,2.5,NA,NA,2.5,2.5,NA,NA,NA,0,NA,NA,NA,2.5,0,2.5
S32.AX,multipleSymbols,S32.AX,4,2,48.9999999999999,24.5,24.5,48,0,49,0,33.2340187157677,23.5,100,0,NA,24.5,24.5,NA,NA,24.5,24.5,33.2340187157677,23.5,11.7026305501228,-72.0000000000001,0.680555555555554,NA,NA,96.9999999999999,-8,48.9999999999999
SAR.AX,multipleSymbols,SAR.AX,18,9,-312.2789,-34.6976555555556,-12.75,4,-107,6.9423,-319.2212,41.2756446941205,13.7585482313735,22.2222222222222,77.7777777777778,0.0217476157598555,3.47115,3.47115,-45.6030285714286,-43.1539,-34.6976555555556,-12.75,41.2756446941205,13.7585482313735,-13.3446299904876,-364.1156,-0.85763669559887,0.0761166551594944,0.0804365306496053,33.8367,-330.2789,-312.2789
SBM.AX,multipleSymbols,SBM.AX,6,3,-62.9467999999999,-20.9822666666666,-5.81050000000003,29.0523,-86.1885999999999,29.0523,-91.9991,59.0995189154982,34.1211231548403,33.3333333333333,66.6666666666667,0.315788958805032,29.0523,29.0523,-45.99955,-45.99955,-20.9822666666666,-5.81050000000003,59.0995189154982,34.1211231548403,-5.63597070444669,-99.7462999999999,-0.63106902210909,0.631577917610065,0.631577917610065,36.7995,-62.9467999999999,-62.9467999999999
SBR.AX,multipleSymbols,SBR.AX,2,1,-0.8,-0.8,-0.8,0,-0.8,0,-0.8,NA,NA,0,100,0,NA,NA,-0.8,-0.8,-0.8,-0.8,NA,NA,NA,-0.8,-1,NA,NA,0,-0.8,-0.8
SCI.AX,multipleSymbols,SCI.AX,4,2,5.90000000000006,2.95000000000003,2.95000000000003,6.00000000000005,-0.1,6.00000000000005,-0.1,4.31335136523797,3.05000000000002,50,50,60.0000000000004,6.00000000000005,6.00000000000005,-0.1,-0.1,2.95000000000003,2.95000000000003,4.31335136523797,3.05000000000002,10.8569402862129,-0.2,29.5000000000003,60.0000000000004,60.0000000000004,5.90000000000006,-0.2,5.90000000000006
SCL.AX,multipleSymbols,SCL.AX,2,1,-5,-4.99999999999999,-4.99999999999999,0,-4.99999999999999,0,-4.99999999999999,NA,NA,0,100,0,NA,NA,-4.99999999999999,-4.99999999999999,-4.99999999999999,-4.99999999999999,NA,NA,NA,-10,-0.5,NA,NA,5,-10,-5
SCN.AX,multipleSymbols,SCN.AX,4,2,0.499999999999999,0.25,0.25,0.499999999999999,0,0.499999999999999,0,0.353553390593273,0.25,50,0,NA,0.499999999999999,0.499999999999999,NA,NA,0.25,0.25,0.353553390593273,0.25,11.2249721603218,-2,0.25,NA,NA,0.699999999999999,-1.5,0.499999999999999
SCU.AX,multipleSymbols,SCU.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-0.8,-0.625,NA,NA,0.2,-0.8,-0.5
SDA.AX,multipleSymbols,SDA.AX,2,1,3,2.99999999999994,2.99999999999994,2.99999999999994,0,2.99999999999994,0,NA,NA,100,0,NA,2.99999999999994,2.99999999999994,NA,NA,2.99999999999994,2.99999999999994,NA,NA,NA,-33,0.0909090909090909,NA,NA,29,-7,3
SDF.AX,multipleSymbols,SDF.AX,6,3,-58.9999999999999,-19.6666666666666,-10,0,-39.9999999999999,0,-58.9999999999999,17.6162803489651,10.1707642015949,0,100,0,NA,NA,-19.6666666666666,-10,-19.6666666666666,-10,17.6162803489651,10.1707642015949,-17.7221665709903,-58.9999999999999,-1,NA,NA,0,-58.9999999999999,-58.9999999999999
SDG.AX,multipleSymbols,SDG.AX,4,2,27,13.5,13.5,23,0,27,0,13.4350288425444,9.5,100,0,NA,13.5,13.5,NA,NA,13.5,13.5,13.4350288425444,9.5,15.9512762278258,-6.00000000000003,4.49999999999998,NA,NA,27,-1.00000000000003,27
SDI.AX,multipleSymbols,SDI.AX,6,3,10,3.33333333333334,6.00000000000001,9.00000000000001,-5,15,-5,7.371114795832,4.25571511160124,66.6666666666667,33.3333333333333,3,7.50000000000001,7.50000000000001,-5,-5,3.33333333333334,6.00000000000001,7.371114795832,4.25571511160124,7.17870060186998,-11,0.909090909090909,1.5,1.5,18,-0.5,10
SDV.AX,multipleSymbols,SDV.AX,8,4,12.5,3.125,3.5,14,-8.50000000000001,22.5,-10,10.0612706288354,5.03063531441772,50,50,2.25,11.25,11.25,-5,-5,3.125,3.5,10.0612706288354,5.03063531441772,4.93057377268888,-17.5,0.714285714285714,2.25,2.25,25.5,-4.5,12.5
SEC.AX,multipleSymbols,SEC.AX,4,2,3,1.49999999999999,1.49999999999999,4.99999999999998,-2,4.99999999999998,-2,4.94974746830582,3.49999999999999,50,50,2.49999999999999,4.99999999999998,4.99999999999998,-2,-2,1.49999999999999,1.49999999999999,4.94974746830582,3.49999999999999,4.81070235442362,-42.8,0.0700934579439252,2.49999999999999,2.49999999999999,39.8,-3.5,3
SEK.AX,multipleSymbols,SEK.AX,10,5,-180.0001,-36.00002,-7.99999999999983,138.0002,-361,224,-404.0001,194.659973158382,87.0545864960853,40,60,0.554455308303141,112,112,-134.6667,-35.0000999999999,-36.00002,-7.99999999999983,194.659973158382,87.0545864960853,-2.93579923703745,-600,-0.300000166666666,0.831682962454712,3.19999085716899,177.999800000001,-422.000199999999,-180.0001
SEN.AX,multipleSymbols,SEN.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-0.5,-1,NA,NA,0,-0.5,-0.5
SEQ.AX,multipleSymbols,SEQ.AX,10,5,1.5,0.3,-1,5,-4.49999999999999,8,-6.49999999999999,3.73496987939662,1.67032930884901,40,60,1.23076923076923,4,4,-2.16666666666666,-1,0.3,-1,3.73496987939662,1.67032930884901,1.27507115550973,-7.5,0.2,1.84615384615385,3.99999999999999,9,-2,1.5
SER.AX,multipleSymbols,SER.AX,4,2,-1,-0.5,-0.5,0,-1,0,-1,0.707106781186548,0.5,0,50,0,NA,NA,-1,-1,-0.5,-0.5,0.707106781186548,0.5,-11.2249721603218,-3,-0.333333333333334,NA,NA,0.999999999999999,-2,-1
SES.AX,multipleSymbols,SES.AX,4,2,1.4,0.700000000000001,0.700000000000001,1.5,-0.1,1.5,-0.1,1.13137084989848,0.800000000000001,50,50,15,1.5,1.5,-0.1,-0.1,0.700000000000001,0.700000000000001,1.13137084989848,0.800000000000001,9.8218506402816,-5.5,0.254545454545455,15,15,4.9,-2.6,1.4
SFC.AX,multipleSymbols,SFC.AX,8,4,296,74.0000000000001,89,126,-7.99999999999983,304,-7.99999999999983,57.9597561531562,28.9798780765781,75,25,38.0000000000008,101.333333333333,99,-7.99999999999983,-7.99999999999983,74.0000000000001,89,57.9597561531562,28.9798780765781,20.267745416467,-174,1.70114942528736,12.6666666666669,12.3750000000003,354,0,296
SFM.AX,multipleSymbols,SFM.AX,2,1,-1,-0.999999999999998,-0.999999999999998,0,-0.999999999999998,0,-0.999999999999998,NA,NA,0,100,0,NA,NA,-0.999999999999998,-0.999999999999998,-0.999999999999998,-0.999999999999998,NA,NA,NA,-10,-0.1,NA,NA,6.5,-3.5,-1
SFR.AX,multipleSymbols,SFR.AX,6,3,-56.0000000000001,-18.6666666666667,-24,68,-100,68,-124,84.1268882898526,48.5706816002319,33.3333333333333,66.6666666666667,0.548387096774193,68,68,-62,-62,-18.6666666666667,-24,84.1268882898526,48.5706816002319,-3.52234764488463,-114,-0.49122807017544,1.09677419354839,1.09677419354839,57.9999999999999,-56.0000000000001,-56.0000000000001
SFX.AX,multipleSymbols,SFX.AX,4,2,-3.99999999999999,-1.99999999999999,-1.99999999999999,3,-6.99999999999998,3,-6.99999999999998,7.07106781186547,4.99999999999999,50,50,0.42857142857143,3,3,-6.99999999999998,-6.99999999999998,-1.99999999999999,-1.99999999999999,7.07106781186547,4.99999999999999,-4.48998886412871,-17,-0.235294117647058,0.42857142857143,0.42857142857143,13,-3.99999999999999,-3.99999999999999
SGC.AX,multipleSymbols,SGC.AX,4,2,-1.2,-0.6,-0.6,0,-0.8,0,-1.2,0.282842712474619,0.2,0,100,0,NA,NA,-0.6,-0.6,-0.6,-0.6,0.282842712474619,0.2,-33.6749164809655,-3,-0.4,NA,NA,0.7,-2.3,-1.2
SGF.AX,multipleSymbols,SGF.AX,6,3,-42,-14,-17,0,-23,0,-42,10.816653826392,6.2449979983984,0,100,0,NA,NA,-14,-17,-14,-17,10.816653826392,6.2449979983984,-20.5463827997496,-50.9999999999999,-0.823529411764707,NA,NA,8.99999999999994,-42,-42
SGM.AX,multipleSymbols,SGM.AX,8,4,-214.0001,-53.500025,-72.5,124.9999,-194,127.9999,-342,145.745170646129,72.8725853230644,50,50,0.374268713450292,63.99995,63.99995,-171,-171,-53.500025,-72.5,145.745170646129,72.8725853230644,-5.8272021223709,-334,-0.640718862275449,0.374268713450292,0.374268713450292,71.9998999999998,-262.0001,-214.0001
SGP.AX,multipleSymbols,SGP.AX,4,2,38.0000000000001,19,19,37,0,38.0000000000001,0,25.4558441227157,18,100,0,NA,19,19,NA,NA,19,19,25.4558441227157,18,11.8485817247842,-13.9999999999999,2.71428571428573,NA,NA,38.0000000000001,-11,38.0000000000001
SGR.AX,multipleSymbols,SGR.AX,4,2,-21.9999999999999,-11,-11,0,-15,0,-21.9999999999999,5.65685424949242,4.00000000000003,0,100,0,NA,NA,-11,-11,-11,-11,5.65685424949242,4.00000000000003,-30.8686734408847,-45.9999999999999,-0.478260869565217,NA,NA,10,-35.9999999999999,-21.9999999999999
SHE.AX,multipleSymbols,SHE.AX,2,1,-0.1,-0.1,-0.1,0,-0.1,0,-0.1,NA,NA,0,100,0,NA,NA,-0.1,-0.1,-0.1,-0.1,NA,NA,NA,-0.5,-0.2,NA,NA,0,-0.5,-0.1
SHH.AX,multipleSymbols,SHH.AX,2,1,-0.2,-0.2,-0.2,0,-0.2,0,-0.2,NA,NA,0,100,0,NA,NA,-0.2,-0.2,-0.2,-0.2,NA,NA,NA,-0.3,-0.666666666666667,NA,NA,0,-0.3,-0.2
SHJ.AX,multipleSymbols,SHJ.AX,4,2,-16,-8.00000000000001,-8.00000000000001,0,-15,0,-16,9.89949493661167,7.00000000000001,0,100,0,NA,NA,-8.00000000000001,-8.00000000000001,-8.00000000000001,-8.00000000000001,9.89949493661167,7.00000000000001,-12.8285396117964,-16,-1,NA,NA,0,-16,-16
SHL.AX,multipleSymbols,SHL.AX,8,4,-39.0007000000001,-9.75017500000011,17.9998999999999,62.9996999999996,-138.0002,100.999599999999,-140.0003,89.5930550694404,44.7965275347202,50,50,0.721424168376779,50.4997999999997,50.4997999999997,-70.0001499999999,-70.0001499999999,-9.75017500000011,17.9998999999999,89.5930550694404,44.7965275347202,-1.72758066589194,-232.000199999999,-0.168106320598,0.721424168376779,0.721424168376779,172.9992,-199.000299999999,-39.0007000000001
SHM.AX,multipleSymbols,SHM.AX,6,3,5.49999999999999,1.83333333333333,-1.5,11,-4,11,-5.50000000000001,8.03637563416079,4.63980363569168,33.3333333333333,66.6666666666667,2,11,11,-2.75,-2.75,1.83333333333333,-1.5,8.03637563416079,4.63980363569168,3.62144152371364,-12.5,0.439999999999999,3.99999999999999,3.99999999999999,8.5,-7,5.49999999999999
SHN.AX,multipleSymbols,SHN.AX,4,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.1515,0,NA,NA,0,-0.1515,0
SHO.AX,multipleSymbols,SHO.AX,2,1,9,9,9,9,0,9,0,NA,NA,100,0,NA,9,9,NA,NA,9,9,NA,NA,NA,-3.5,2.57142857142857,NA,NA,9.5,-0.6,9
SHV.AX,multipleSymbols,SHV.AX,2,1,-6,-5.99999999999996,-5.99999999999996,0,-5.99999999999996,0,-5.99999999999996,NA,NA,0,100,0,NA,NA,-5.99999999999996,-5.99999999999996,-5.99999999999996,-5.99999999999996,NA,NA,NA,-21,-0.285714285714286,NA,NA,0,-21,-6
SI6.AX,multipleSymbols,SI6.AX,2,1,0.75,0.75,0.75,0.75,0,0.75,0,NA,NA,100,0,NA,0.75,0.75,NA,NA,0.75,0.75,NA,NA,NA,-0.3,2.5,NA,NA,0.75,-0.05,0.75
SIG.AX,multipleSymbols,SIG.AX,4,2,-11.5,-5.75,-5.75,0,-7.00000000000001,0,-11.5,1.76776695296638,1.25000000000001,0,100,0,NA,NA,-5.75,-5.75,-5.75,-5.75,1.76776695296638,1.25000000000001,-51.6348719374801,-14,-0.821428571428571,NA,NA,1.5,-12.5,-11.5
SIO.AX,multipleSymbols,SIO.AX,6,3,2,0.666666666666665,0.5,0.999999999999995,0,2,0,0.28867513459481,0.166666666666665,100,0,NA,0.666666666666665,0.5,NA,NA,0.666666666666665,0.5,0.28867513459481,0.166666666666665,36.660605559647,-8.99999999999999,0.222222222222222,NA,NA,7.00000000000001,-4.49999999999999,2
SIQ.AX,multipleSymbols,SIQ.AX,4,2,-5,-2.50000000000004,-2.50000000000004,10.9999999999999,-16,10.9999999999999,-16,19.0918830920368,13.5,50,50,0.687499999999996,10.9999999999999,10.9999999999999,-16,-16,-2.50000000000004,-2.50000000000004,19.0918830920368,13.5,-2.07869854820778,-47,-0.106382978723404,0.687499999999996,0.687499999999996,20,-27,-5
