,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
COI.AX,multipleSymbols,COI.AX,6,3,0,-8.88178419700125E-16,0.5,2,-2.5,2.5,-2.5,2.29128784747792,1.3228756555323,66.6666666666667,33.3333333333333,0.999999999999999,1.25,1.25,-2.5,-2.5,-8.88178419700125E-16,0.5,2.29128784747792,1.3228756555323,-6.1534805964274E-15,-4,0,0.499999999999999,0.499999999999999,0.5,-4,0
COL.AX,multipleSymbols,COL.AX,8,4,-11.9999999999998,-2.99999999999989,-3.49999999999984,99,-104,125,-137,86.3056583699277,43.1528291849638,50,50,0.912408759124091,62.5000000000001,62.5000000000001,-68.4999999999999,-68.4999999999999,-2.99999999999989,-3.49999999999984,86.3056583699277,43.1528291849638,-0.551800710389515,-116,-0.103448275862067,0.912408759124091,0.912408759124091,22,-115,-11.9999999999998
COO.AX,multipleSymbols,COO.AX,4,2,-0.299999999999999,-0.149999999999999,-0.149999999999999,0.3,-0.599999999999999,0.3,-0.599999999999999,0.636396103067892,0.45,50,50,0.500000000000001,0.3,0.3,-0.599999999999999,-0.599999999999999,-0.149999999999999,-0.149999999999999,0.636396103067892,0.45,-3.74165738677393,-0.9,-0.333333333333332,0.500000000000001,0.500000000000001,0.4,-0.699999999999999,-0.299999999999999
COY.AX,multipleSymbols,COY.AX,2,1,-0.2,-0.2,-0.2,0,-0.2,0,-0.2,NA,NA,0,100,0,NA,NA,-0.2,-0.2,-0.2,-0.2,NA,NA,NA,-0.3,-0.666666666666668,NA,NA,0.0999999999999996,-0.2,-0.2
CPT.AX,multipleSymbols,CPT.AX,2,1,-1.6,-1.6,-1.6,0,-1.6,0,-1.6,NA,NA,0,100,0,NA,NA,-1.6,-1.6,-1.6,-1.6,NA,NA,NA,-2.7,-0.592592592592592,NA,NA,0,-2.7,-1.6
CPU.AX,multipleSymbols,CPU.AX,4,2,-177.0001,-88.50005,-88.50005,0.999799999999951,-177.9999,0.999799999999951,-177.9999,126.571901700358,89.49985,50,50,0.00561685708812168,0.999799999999951,0.999799999999951,-177.9999,-177.9999,-88.50005,-88.50005,126.571901700358,89.49985,-11.0995783505457,-182,-0.972528021978022,0.00561685708812168,0.00561685708812168,4.99990000000003,-177.0001,-177.0001
CPV.AX,multipleSymbols,CPV.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-6.5,-0.0769230769230769,NA,NA,0,-6.5,-0.5
CQE.AX,multipleSymbols,CQE.AX,4,2,-7.99999999999994,-3.99999999999998,-3.99999999999998,12,-20,12,-20,22.6274169979695,16,50,50,0.600000000000001,12,12,-20,-20,-3.99999999999998,-3.99999999999998,22.6274169979695,16,-2.80624304008044,-31.9999999999999,-0.249999999999999,0.600000000000001,0.600000000000001,19,-12.9999999999999,-7.99999999999994
CR1.AX,multipleSymbols,CR1.AX,4,2,-5,-2.5,-2.5,1,-6,1,-6,4.94974746830583,3.5,50,50,0.166666666666667,1,1,-6,-6,-2.5,-2.5,4.94974746830583,3.5,-8.01783725737273,-17,-0.294117647058823,0.166666666666667,0.166666666666667,10,-7,-5
CRM.AX,multipleSymbols,CRM.AX,4,2,7,3.5,3.5,5,0,7,0,2.12132034355964,1.5,100,0,NA,3.5,3.5,NA,NA,3.5,3.5,2.12132034355964,1.5,26.1916017074176,-5,1.4,NA,NA,7,0,7
CRN.AX,multipleSymbols,CRN.AX,4,2,38,19,19,53,-15,53,-15,48.0832611206852,34,50,50,3.53333333333334,53,53,-15,-15,19,19,48.0832611206852,34,6.27277856017984,-29,1.31034482758621,3.53333333333334,3.53333333333334,65,0,38
CRO.AX,multipleSymbols,CRO.AX,4,2,-1.1,-0.55,-0.55,0,-1,0,-1.1,0.636396103067891,0.449999999999999,0,100,0,NA,NA,-0.55,-0.55,-0.55,-0.55,0.636396103067891,0.449999999999999,-13.7194104181712,-1.4,-0.785714285714286,NA,NA,0.299999999999999,-1.1,-1.1
CRS.AX,multipleSymbols,CRS.AX,4,2,9.6373,4.81865,4.81865,11.6373,-2,11.6373,-2,9.6430273070753,6.81865,50,50,5.81865000000001,11.6373,11.6373,-2,-2,4.81865,4.81865,9.6430273070753,6.81865,7.93253974032027,-12.5,0.770984,5.81865000000001,5.81865000000001,20.1373,0,9.6373
CSE.AX,multipleSymbols,CSE.AX,4,2,-3,-1.5,-1.5,0,-2,0,-3,0.707106781186549,0.500000000000001,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,0.707106781186549,0.500000000000001,-33.6749164809654,-5,-0.6,NA,NA,2,-3,-3
CSL.AX,multipleSymbols,CSL.AX,10,5,5257.0009,1051.40018,1330.9998,1925,0,5257.0009,0,744.833710918231,333.099761909318,100,0,NA,1051.40018,1330.9998,NA,NA,1051.40018,1330.9998,744.833710918231,333.099761909318,22.4083042744605,-3112.001,1.68926709856456,NA,NA,5694.9998,-144.000199999999,5257.0009
CSR.AX,multipleSymbols,CSR.AX,8,4,-52.0000000000001,-13,-14,10.9999999999999,-35.0000000000001,10.9999999999999,-63,21.2132034355964,10.6066017177982,25,75,0.174603174603174,10.9999999999999,10.9999999999999,-21,-26,-13,-14,21.2132034355964,10.6066017177982,-9.72830920561226,-89.0000000000001,-0.584269662921349,0.523809523809521,0.423076923076921,17,-72.0000000000001,-52.0000000000001
CSS.AX,multipleSymbols,CSS.AX,2,1,-14,-14,-14,0,-14,0,-14,NA,NA,0,100,0,NA,NA,-14,-14,-14,-14,NA,NA,NA,-26,-0.538461538461538,NA,NA,4,-22,-14
CT1.AX,multipleSymbols,CT1.AX,4,2,0.2,0.1,0.1,0.4,-0.2,0.4,-0.2,0.424264068711929,0.3,50,50,2,0.4,0.4,-0.2,-0.2,0.1,0.1,0.424264068711929,0.3,3.74165738677394,-1.8,0.111111111111111,2,2,2,0,0.2
CTD.AX,multipleSymbols,CTD.AX,8,4,190.9999,47.749975,107.49995,201,-225,415.9999,-225,187.110251411663,93.5551257058316,75,25,1.84888844444444,138.666633333333,110,-225,-225,47.749975,107.49995,187.110251411663,93.5551257058316,4.0511267984436,-308,0.620129545454546,0.616296148148148,0.488888888888888,498.9999,-78.9999000000003,190.9999
CTE.AX,multipleSymbols,CTE.AX,10,5,5.5,1.1,1.5,7,-5,13.5,-8,5.10392006206994,2.28254244210266,60,40,1.6875,4.5,5,-4,-4,1.1,1.5,5.10392006206994,2.28254244210266,3.42128372714844,-13.5,0.407407407407407,1.125,1.25,14,-3,5.5
CTM.AX,multipleSymbols,CTM.AX,12,6,-13,-2.16666666666667,-2.5,8.50000000000002,-16,13.5,-26.5,8.72162064450563,3.56058671819376,33.3333333333333,50,0.509433962264151,6.75,6.75,-8.83333333333334,-5.5,-2.16666666666667,-2.5,8.72162064450563,3.56058671819376,-3.94362108211017,-32,-0.40625,0.764150943396226,1.22727272727273,1.5,-30.5,-13
CTO.AX,multipleSymbols,CTO.AX,4,2,-0.2,-0.0999999999999999,-0.0999999999999999,0,-0.2,0,-0.2,0.141421356237309,0.0999999999999999,0,50,0,NA,NA,-0.2,-0.2,-0.0999999999999999,-0.0999999999999999,0.141421356237309,0.0999999999999999,-11.2249721603218,-0.3,-0.666666666666666,NA,NA,0,-0.3,-0.2
CTP.AX,multipleSymbols,CTP.AX,2,1,-10.4,-10.4,-10.4,0,-10.4,0,-10.4,NA,NA,0,100,0,NA,NA,-10.4,-10.4,-10.4,-10.4,NA,NA,NA,-12.1,-0.859504132231405,NA,NA,0,-12.1,-10.4
CTT.AX,multipleSymbols,CTT.AX,2,1,-43,-43,-43,0,-43,0,-43,NA,NA,0,100,0,NA,NA,-43,-43,-43,-43,NA,NA,NA,-110,-0.390909090909091,NA,NA,67,-43,-43
CUE.AX,multipleSymbols,CUE.AX,2,1,-0.299999999999999,-0.299999999999999,-0.299999999999999,0,-0.299999999999999,0,-0.299999999999999,NA,NA,0,100,0,NA,NA,-0.299999999999999,-0.299999999999999,-0.299999999999999,-0.299999999999999,NA,NA,NA,-0.9,-0.333333333333332,NA,NA,0.200000000000001,-0.699999999999999,-0.299999999999999
CUV.AX,multipleSymbols,CUV.AX,6,3,-88.9997999999997,-29.6666,-7.00000000000003,121.0001,-202.9999,121.0001,-209.9999,163.184959682778,94.2148804005504,33.3333333333333,66.6666666666667,0.576191226757728,121.0001,121.0001,-104.99995,-104.99995,-29.6666,-7.00000000000003,163.184959682778,94.2148804005504,-2.88594412122573,-551,-0.161524137931034,1.15238245351546,1.15238245351546,439.0001,-538,-88.9997999999997
CV1.AX,multipleSymbols,CV1.AX,4,2,8,4,4,9,-1,9,-1,7.07106781186548,5,50,50,8.99999999999999,9,9,-1,-1,4,4,7.07106781186548,5,8.97997772825746,-4,2,8.99999999999999,8.99999999999999,10.5,-0.5,8
CVC.AX,multipleSymbols,CVC.AX,4,2,8,4,4,15,-7.00000000000003,15,-7.00000000000003,15.5563491861041,11,50,50,2.14285714285714,15,15,-7.00000000000003,-7.00000000000003,4,4,15.5563491861041,11,4.08180805829884,-26,0.307692307692307,2.14285714285714,2.14285714285714,30,0,8
CVF.AX,multipleSymbols,CVF.AX,2,1,-4.49999999999999,-4.49999999999999,-4.49999999999999,0,-4.49999999999999,0,-4.49999999999999,NA,NA,0,100,0,NA,NA,-4.49999999999999,-4.49999999999999,-4.49999999999999,-4.49999999999999,NA,NA,NA,-5.49999999999999,-0.818181818181818,NA,NA,0.5,-5.49999999999999,-4.49999999999999
CVN.AX,multipleSymbols,CVN.AX,2,1,1.5,1.5,1.5,1.5,0,1.5,0,NA,NA,100,0,NA,1.5,1.5,NA,NA,1.5,1.5,NA,NA,NA,-0.500000000000002,2.99999999999999,NA,NA,1.5,-0.500000000000002,1.5
CVV.AX,multipleSymbols,CVV.AX,6,3,17.5,5.83333333333333,3,17,-2.5,20,-2.5,10.0540207545704,5.80469158908933,66.6666666666667,33.3333333333333,8,10,10,-2.5,-2.5,5.83333333333333,3,10.0540207545704,5.80469158908933,9.21037445095437,-14.5,1.20689655172414,4,4,31,-7,17.5
CVW.AX,multipleSymbols,CVW.AX,4,2,6,3,3,4.5,0,6.00000000000001,0,2.12132034355964,1.5,100,0,NA,3,3,NA,NA,3,3,2.12132034355964,1.5,22.4499443206437,-12,0.5,NA,NA,13,0,6
CWL.AX,multipleSymbols,CWL.AX,6,3,-0.800000000000002,-0.266666666666667,-0.3,0,-0.5,0,-0.800000000000001,0.251661147842359,0.145296631451356,0,66.6666666666667,0,NA,NA,-0.4,-0.4,-0.266666666666667,-0.3,0.251661147842359,0.145296631451356,-16.8210394572111,-1.1,-0.727272727272729,NA,NA,0.299999999999998,-0.800000000000002,-0.800000000000002
CWN.AX,multipleSymbols,CWN.AX,4,2,-19,-9.50000000000006,-9.50000000000006,3.99999999999991,-23,3.99999999999991,-23,19.0918830920368,13.5,50,50,0.173913043478257,3.99999999999991,3.99999999999991,-23,-23,-9.50000000000006,-9.50000000000006,19.0918830920368,13.5,-7.8990544831895,-45,-0.422222222222222,0.173913043478257,0.173913043478257,22,-23,-19
CWP.AX,multipleSymbols,CWP.AX,8,4,-24.0000000000001,-6.00000000000005,-11.5,22.9999999999999,-24,22.9999999999999,-47.0000000000001,20.8965706915433,10.4482853457716,25,75,0.489361702127656,22.9999999999999,22.9999999999999,-15.6666666666667,-18.0000000000001,-6.00000000000005,-11.5,20.8965706915433,10.4482853457716,-4.55802287390974,-104,-0.230769230769232,1.46808510638297,1.27777777777777,39,-65.0000000000001,-24.0000000000001
CWY.AX,multipleSymbols,CWY.AX,10,5,29.5,5.89999999999999,-0.500000000000012,34,-6.99999999999998,39,-9.5,16.2803562614582,7.28079665970695,40,60,4.10526315789474,19.5,19.5,-3.16666666666667,-2,5.89999999999999,-0.500000000000012,16.2803562614582,7.28079665970695,5.75292056927615,-42,0.702380952380952,6.1578947368421,9.74999999999998,41.5,-28.5,29.5
CWZ.AX,multipleSymbols,CWZ.AX,2,1,3,3,3,3,0,3,0,NA,NA,100,0,NA,3,3,NA,NA,3,3,NA,NA,NA,-3,1,NA,NA,3,0,3
CXL.AX,multipleSymbols,CXL.AX,10,5,208.5,41.7,26,140,-50,259.5,-51,75.5393936962695,33.7822438567955,60,40,5.08823529411765,86.5,93.5,-25.5,-25.5,41.7,26,75.5393936962695,33.7822438567955,8.76320216031932,-176,1.18465909090909,3.3921568627451,3.66666666666667,362.5,-5.49999999999999,208.5
CXM.AX,multipleSymbols,CXM.AX,2,1,6,6,6,6,0,6,0,NA,NA,100,0,NA,6,6,NA,NA,6,6,NA,NA,NA,-5.6057,1.07033911911091,NA,NA,11.1057,0,6
CXO.AX,multipleSymbols,CXO.AX,8,4,65.9,16.475,8.25000000000001,50,-0.600000000000001,66.5,-0.600000000000001,22.7442849964557,11.3721424982279,75,25,110.833333333333,22.1666666666667,9.00000000000001,-0.600000000000001,-0.600000000000001,16.475,8.25000000000001,22.7442849964557,11.3721424982279,11.4988234248511,-38.5,1.71168831168831,36.9444444444444,15,75.9,-3.09999999999999,65.9
CXU.AX,multipleSymbols,CXU.AX,6,3,-0.6,-0.2,0.2,0.3,-1.1,0.5,-1.1,0.781024967590665,0.450924975282289,66.6666666666667,33.3333333333333,0.454545454545454,0.25,0.25,-1.1,-1.1,-0.2,0.2,0.781024967590665,0.450924975282289,-4.06504491536495,-2.2,-0.272727272727273,0.227272727272727,0.227272727272727,1.6,-1.1,-0.6
CXX.AX,multipleSymbols,CXX.AX,2,1,-0.499999999999999,-0.499999999999999,-0.499999999999999,0,-0.499999999999999,0,-0.499999999999999,NA,NA,0,100,0,NA,NA,-0.499999999999999,-0.499999999999999,-0.499999999999999,-0.499999999999999,NA,NA,NA,-1.5,-0.333333333333333,NA,NA,0.900000000000001,-0.6,-0.499999999999999
CY5.AX,multipleSymbols,CY5.AX,2,1,12,12,12,12,0,12,0,NA,NA,100,0,NA,12,12,NA,NA,12,12,NA,NA,NA,-8,1.5,NA,NA,18,0,12
CYC.AX,multipleSymbols,CYC.AX,6,3,15,5,17.5,20.5,-23,38,-23,24.2950612265127,14.0267601391055,66.6666666666667,33.3333333333333,1.65217391304348,19,19,-23,-23,5,17.5,24.2950612265127,14.0267601391055,3.26702363875174,-59,0.254237288135593,0.826086956521739,0.826086956521739,62,-10.5,15
CYG.AX,multipleSymbols,CYG.AX,6,3,21.5623,7.18743333333333,4,14,0,21.5623,0,5.90391342783185,3.40862600683097,100,0,NA,7.18743333333333,4,NA,NA,7.18743333333333,4,5.90391342783185,3.40862600683097,19.3256504154121,-12,1.79685833333333,NA,NA,27.5623,-0.890599999999978,21.5623
CYL.AX,multipleSymbols,CYL.AX,8,4,79,19.75,19.75,37.5,0,79,0,17.6091832102836,8.8045916051418,100,0,NA,19.75,19.75,NA,NA,19.75,19.75,17.6091832102836,8.8045916051418,17.8044334377792,-33,2.39393939393939,NA,NA,97,0,79
CYM.AX,multipleSymbols,CYM.AX,6,3,-2.5,-0.833333333333334,-1,0,-1,0,-2.5,0.288675134594813,0.166666666666667,0,100,0,NA,NA,-0.833333333333334,-1,-0.833333333333334,-1,0.288675134594813,0.166666666666667,-45.8257569495584,-10,-0.25,NA,NA,2.5,-7.5,-2.5
CYP.AX,multipleSymbols,CYP.AX,4,2,-63,-31.5,-31.5,1.50000000000001,-64.5,1.50000000000001,-64.5,46.6690475583121,33,50,50,0.0232558139534886,1.50000000000001,1.50000000000001,-64.5,-64.5,-31.5,-31.5,46.6690475583121,33,-10.7147461530345,-87,-0.724137931034483,0.0232558139534886,0.0232558139534886,18,-69,-63
CYQ.AX,multipleSymbols,CYQ.AX,2,1,-0.4,-0.4,-0.4,0,-0.4,0,-0.4,NA,NA,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,NA,NA,NA,-0.9,-0.444444444444444,NA,NA,0.2,-0.7,-0.4
CZR.AX,multipleSymbols,CZR.AX,4,2,-0.8,-0.4,-0.4,0,-0.7,0,-0.8,0.424264068711928,0.3,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,0.424264068711928,0.3,-14.9666295470958,-1,-0.8,NA,NA,0.2,-0.8,-0.8
D2O.AX,multipleSymbols,D2O.AX,2,1,16,16,16,16,0,16,0,NA,NA,100,0,NA,16,16,NA,NA,16,16,NA,NA,NA,-9.5,1.68421052631579,NA,NA,16,0,16
DAF.AX,multipleSymbols,DAF.AX,6,3,0.0999999999999996,0.0333333333333331,-0.2,0.5,-0.2,0.5,-0.4,0.404145188432738,0.233333333333333,33.3333333333333,66.6666666666667,1.25,0.5,0.5,-0.2,-0.2,0.0333333333333331,-0.2,0.404145188432738,0.233333333333333,1.30930734141595,-0.5,0.199999999999999,2.5,2.5,0.6,-0.4,0.0999999999999996
DAU.AX,multipleSymbols,DAU.AX,2,1,-4,-4,-4,0,-4,0,-4,NA,NA,0,100,0,NA,NA,-4,-4,-4,-4,NA,NA,NA,-11,-0.363636363636365,NA,NA,4.99999999999997,-6,-4
DAV.AX,multipleSymbols,DAV.AX,8,4,-7.15,-1.7875,-1.55,0.2,-4.25,0.2,-7.35,2.14257438610658,1.07128719305329,25,75,0.0272108843537415,0.2,0.2,-2.45,-2.9,-1.7875,-1.55,2.14257438610658,1.07128719305329,-13.2437328641509,-17.55,-0.407407407407407,0.0816326530612245,0.0689655172413793,0.499999999999999,-17.05,-7.15
DBF.AX,multipleSymbols,DBF.AX,6,3,-9,-3,-3.49999999999999,2,-7.5,2,-11,4.76969600708473,2.75378527364305,33.3333333333333,66.6666666666667,0.181818181818182,2,2,-5.49999999999999,-5.49999999999999,-3,-3.49999999999999,4.76969600708473,2.75378527364305,-9.98460353205411,-16,-0.5625,0.363636363636364,0.363636363636364,5.5,-14,-9
DCC.AX,multipleSymbols,DCC.AX,2,1,3,3,3,3,0,3,0,NA,NA,100,0,NA,3,3,NA,NA,3,3,NA,NA,NA,-10,0.3,NA,NA,13,0,3
DCN.AX,multipleSymbols,DCN.AX,2,1,1,1.00000000000002,1.00000000000002,1.00000000000002,0,1.00000000000002,0,NA,NA,100,0,NA,1.00000000000002,1.00000000000002,NA,NA,1.00000000000002,1.00000000000002,NA,NA,NA,-21,0.0476190476190476,NA,NA,6,-15,1
DDR.AX,multipleSymbols,DDR.AX,8,4,176,44,38,89.9999999999999,0,176,0,36.1570647776244,18.0785323888122,100,0,NA,44,38,NA,NA,44,38,36.1570647776244,18.0785323888122,19.3178940386029,-206,0.854368932038835,NA,NA,236,-4,176
DDT.AX,multipleSymbols,DDT.AX,6,3,-0.450000000000001,-0.15,-0.25,0.0999999999999999,-0.3,0.0999999999999999,-0.55,0.217944947177034,0.125830573921179,33.3333333333333,66.6666666666667,0.181818181818182,0.0999999999999999,0.0999999999999999,-0.275,-0.275,-0.15,-0.25,0.217944947177034,0.125830573921179,-10.9255856160039,-0.85,-0.529411764705883,0.363636363636363,0.363636363636363,0.4,-0.450000000000001,-0.450000000000001
DEG.AX,multipleSymbols,DEG.AX,4,2,28.5,14.25,14.25,19,0,28.5,0,6.7175144212722,4.75,100,0,NA,14.25,14.25,NA,NA,14.25,14.25,6.7175144212722,4.75,33.6749164809655,-36.5,0.780821917808219,NA,NA,65,0,28.5
DEM.AX,multipleSymbols,DEM.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-3,0,NA,NA,1,-2,0
DEV.AX,multipleSymbols,DEV.AX,4,2,-17,-8.5,-8.5,0,-14,0,-17,7.77817459305202,5.5,0,100,0,NA,NA,-8.5,-8.5,-8.5,-8.5,7.77817459305202,5.5,-17.3476842477701,-18.5,-0.918918918918919,NA,NA,0,-18.5,-17
DGH.AX,multipleSymbols,DGH.AX,2,1,-2.9573,-2.95730000000001,-2.95730000000001,0,-2.95730000000001,0,-2.95730000000001,NA,NA,0,100,0,NA,NA,-2.95730000000001,-2.95730000000001,-2.95730000000001,-2.95730000000001,NA,NA,NA,-7.8861,-0.375001585067398,NA,NA,0,-7.8861,-2.9573
DGO.AX,multipleSymbols,DGO.AX,10,5,41.4999999999999,8.3,0,70,-20,71.5,-30,35.5591057255382,15.9025155242811,40,40,2.38333333333333,35.75,35.75,-15,-15,8.3,0,35.5591057255382,15.9025155242811,3.70533545775841,-68,0.610294117647058,2.38333333333333,2.38333333333333,86.5,-2,41.4999999999999
DHG.AX,multipleSymbols,DHG.AX,6,3,-38,-12.6666666666667,-12,8.99999999999999,-35,8.99999999999999,-47,22.0075744536587,12.7060790350306,33.3333333333333,66.6666666666667,0.191489361702127,8.99999999999999,8.99999999999999,-23.5,-23.5,-12.6666666666667,-12,22.0075744536587,12.7060790350306,-9.13672245273173,-125,-0.304,0.382978723404255,0.382978723404255,85,-40,-38
DKM.AX,multipleSymbols,DKM.AX,2,1,-3.5,-3.5,-3.5,0,-3.5,0,-3.5,NA,NA,0,100,0,NA,NA,-3.5,-3.5,-3.5,-3.5,NA,NA,NA,-7,-0.5,NA,NA,3.5,-3.5,-3.5
DMC.AX,multipleSymbols,DMC.AX,4,2,3,1.5,1.5,3,0,3,0,2.12132034355964,1.5,50,0,NA,3,3,NA,NA,1.5,1.5,2.12132034355964,1.5,11.2249721603218,-15,0.2,NA,NA,10,-5,3
DMP.AX,multipleSymbols,DMP.AX,12,6,2934,489,47.9999999999997,3698.0011,-924.0002,4786.0008,-1852.0008,1686.45582992275,688.492709508777,50,50,2.58423257700537,1595.3336,696.9993,-617.3336,-633.000200000001,489,47.9999999999997,1686.45582992275,688.492709508777,4.60292775472163,-2194.9996,1.33667450326642,2.58423257700537,1.10110439143621,3499.9989,-1260.001,2934
DOR.AX,multipleSymbols,DOR.AX,6,3,6.2,2.06666666666667,0,7,-0.800000000000001,7,-0.800000000000001,4.29107601113443,2.47745389014161,33.3333333333333,33.3333333333333,8.74999999999999,7,7,-0.800000000000001,-0.800000000000001,2.06666666666667,0,4.29107601113443,2.47745389014161,7.64547544067571,-6.5,0.953846153846154,8.74999999999999,8.74999999999999,8.7,-4.3,6.2
DRE.AX,multipleSymbols,DRE.AX,6,3,1.5,0.5,0,1.7,-0.2,1.7,-0.2,1.04403065089105,0.602771377334171,33.3333333333333,33.3333333333333,8.5,1.7,1.7,-0.2,-0.2,0.5,0,1.04403065089105,0.602771377334171,7.60251044968796,-0.900000000000001,1.66666666666667,8.5,8.5,2,-0.2,1.5
DRO.AX,multipleSymbols,DRO.AX,6,3,-3,-1,0,5,-8,5,-8,6.557438524302,3.78593889720018,33.3333333333333,33.3333333333333,0.625,5,5,-8,-8,-1,0,6.557438524302,3.78593889720018,-2.42083975435779,-14,-0.214285714285714,0.625,0.625,8,-6,-3
DRX.AX,multipleSymbols,DRX.AX,8,4,-0.800000000000001,-0.2,-0.1,0,-0.600000000000001,0,-0.800000000000001,0.282842712474619,0.14142135623731,0,50,0,NA,NA,-0.4,-0.4,-0.2,-0.1,0.282842712474619,0.14142135623731,-11.2249721603218,-1.1,-0.727272727272727,NA,NA,0.1,-1,-0.800000000000001
DSE.AX,multipleSymbols,DSE.AX,2,1,-1.5,-1.5,-1.5,0,-1.5,0,-1.5,NA,NA,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,NA,NA,NA,-1.7,-0.882352941176471,NA,NA,0,-1.7,-1.5
DTI.AX,multipleSymbols,DTI.AX,2,1,-1.4,-1.4,-1.4,0,-1.4,0,-1.4,NA,NA,0,100,0,NA,NA,-1.4,-1.4,-1.4,-1.4,NA,NA,NA,-2,-0.7,NA,NA,0,-2,-1.4
DTL.AX,multipleSymbols,DTL.AX,11,5,74.4999999999999,16.5,21,34.5,-18,100.5,-18,21.3717102731625,9.55771939324439,80,20,5.58333333333334,25.125,27,-18,-18,16.5,21,21.3717102731625,9.55771939324439,12.2558923196854,-63,1.18253968253968,1.39583333333333,1.5,137.5,0,74.4999999999999
DTR.AX,multipleSymbols,DTR.AX,6,3,-7.75,-2.58333333333333,-2.9,0.1,-4.95,0.1,-7.85,2.53984907688101,1.46638254823828,33.3333333333333,66.6666666666667,0.0127388535031847,0.1,0.1,-3.925,-3.925,-2.58333333333333,-2.9,2.53984907688101,1.46638254823828,-16.1462921930232,-9.55,-0.81151832460733,0.0254777070063694,0.0254777070063694,0.2,-9.35,-7.75
DTZ.AX,multipleSymbols,DTZ.AX,4,2,7,3.5,3.5,5,0,7,0,2.12132034355964,1.5,100,0,NA,3.5,3.5,NA,NA,3.5,3.5,2.12132034355964,1.5,26.1916017074176,-3,2.33333333333333,NA,NA,8,-2.5,7
DUB.AX,multipleSymbols,DUB.AX,6,3,87.5,29.1666666666667,27.5,78,-18,105.5,-18,48.0216964853735,27.7253393927729,66.6666666666667,33.3333333333333,5.86111111111112,52.75,52.75,-18,-18,29.1666666666667,27.5,48.0216964853735,27.7253393927729,9.64161021627644,-64,1.3671875,2.93055555555556,2.93055555555556,87.5,-9.5,87.5
DUI.AX,multipleSymbols,DUI.AX,4,2,14,7.00000000000003,7.00000000000003,7.00000000000003,0,14.0000000000001,0,0,0,100,0,NA,7.00000000000003,7.00000000000003,NA,NA,7.00000000000003,7.00000000000003,0,0,NA,-18,0.777777777777778,NA,NA,25,-5,14
DUR.AX,multipleSymbols,DUR.AX,2,1,2,2,2,2,0,2,0,NA,NA,100,0,NA,2,2,NA,NA,2,2,NA,NA,NA,-6,0.333333333333333,NA,NA,4,-2,2
DW8.AX,multipleSymbols,DW8.AX,6,3,11.5,3.83333333333333,1.4,10.1,0,11.5,0,5.47205019470156,3.15928965293009,66.6666666666667,0,NA,5.75,5.75,NA,NA,3.83333333333333,1.4,5.47205019470156,3.15928965293009,11.1205632238913,-5.5,2.09090909090909,NA,NA,16,-0.1,11.5
DWS.AX,multipleSymbols,DWS.AX,10,5,-3.5,-0.700000000000003,0,1,-2.50000000000001,1.49999999999999,-5,1.68077363139716,0.751664818918645,40,40,0.299999999999998,0.749999999999995,0.749999999999995,-2.5,-2.5,-0.700000000000003,0,1.68077363139716,0.751664818918645,-6.61133379230505,-10.5,-0.333333333333333,0.299999999999998,0.299999999999998,4,-6.5,-3.5
DXB.AX,multipleSymbols,DXB.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-3.5,-0.142857142857143,NA,NA,1.5,-3.5,-0.5
DXS.AX,multipleSymbols,DXS.AX,2,1,-18,-18,-18,0,-18,0,-18,NA,NA,0,100,0,NA,NA,-18,-18,-18,-18,NA,NA,NA,-36,-0.5,NA,NA,0,-36,-18
DYL.AX,multipleSymbols,DYL.AX,8,4,2.5,0.624999999999999,2,7.5,-9.00000000000001,14.5,-12,8.0350793399941,4.01753966999705,50,50,1.20833333333333,7.25,7.25,-6,-6,0.624999999999999,2,8.0350793399941,4.01753966999705,1.23478151200178,-27,0.0925925925925926,1.20833333333333,1.20833333333333,17,-10,2.5
E25.AX,multipleSymbols,E25.AX,8,4,20,5,-1.25,44,-21.5,45.5,-25.5,27.7878870493362,13.8939435246681,50,50,1.7843137254902,22.75,22.75,-12.75,-12.75,5,-1.25,27.7878870493362,13.8939435246681,2.85637188574342,-42.5,0.470588235294118,1.7843137254902,1.7843137254902,62.5,-15,20
